Type;Node;Parameter;Value;Person;Generated_Image_Path;Real_Image_Path;Cosine_Similarity;L2_Distance;Same_Identity
parameters;TGateApplySimple;start_at;0_25;mrbean;C:\Users\tonir\TFG\outputs_refacer\parameters\TGateApplySimple\start_at\0_25\mrbean_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\mrbean_foto.jpg;0.366;1.126;True
parameters;TGateApplySimple;start_at;0_25;nikola_tesla;C:\Users\tonir\TFG\outputs_refacer\parameters\TGateApplySimple\start_at\0_25\nikola_tesla_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\nikola_tesla_foto.jpeg;0.3607;1.1307;False
parameters;TGateApplySimple;start_at;0_25;rafa_nadal;C:\Users\tonir\TFG\outputs_refacer\parameters\TGateApplySimple\start_at\0_25\rafa_nadal_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\rafa_nadal_foto.webp;0.203;1.2626;False
parameters;TGateApplySimple;start_at;0_25;reina_elizabeth;C:\Users\tonir\TFG\outputs_refacer\parameters\TGateApplySimple\start_at\0_25\reina_elizabeth_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\reina_elizabeth_foto.jpg;0.213;1.2546;False
parameters;TGateApplySimple;start_at;0_25;rey_felipe;C:\Users\tonir\TFG\outputs_refacer\parameters\TGateApplySimple\start_at\0_25\rey_felipe_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\rey_felipe_foto.jpg;0.1522;1.3022;False
parameters;TGateApplySimple;start_at;0_25;sylvester_stallone;C:\Users\tonir\TFG\outputs_refacer\parameters\TGateApplySimple\start_at\0_25\sylvester_stallone_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\sylvester_stallone_foto.jpg;0.1927;1.2706;False
parameters;TGateApplySimple;start_at;0_25;yayoi_kusama;C:\Users\tonir\TFG\outputs_refacer\parameters\TGateApplySimple\start_at\0_25\yayoi_kusama_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\yayoi_kusama_foto.webp;0.4678;1.0317;True
parameters;TGateApplySimple;start_at;0_33;agatha_christie;C:\Users\tonir\TFG\outputs_refacer\parameters\TGateApplySimple\start_at\0_33\agatha_christie_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\agatha_christie_foto.jpg;0.2917;1.1902;False
parameters;TGateApplySimple;start_at;0_33;alan_turing;C:\Users\tonir\TFG\outputs_refacer\parameters\TGateApplySimple\start_at\0_33\alan_turing_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\alan_turing_foto.webp;0.3409;1.1482;False
parameters;TGateApplySimple;start_at;0_33;albert_einstein;C:\Users\tonir\TFG\outputs_refacer\parameters\TGateApplySimple\start_at\0_33\albert_einstein_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\albert_einstein_foto.jpg;0.2477;1.2266;False
parameters;TGateApplySimple;start_at;0_33;alexia_putellas;C:\Users\tonir\TFG\outputs_refacer\parameters\TGateApplySimple\start_at\0_33\alexia_putellas_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\alexia_putellas_foto.webp;0.2561;1.2198;False
parameters;TGateApplySimple;start_at;0_33;charles_dickens;C:\Users\tonir\TFG\outputs_refacer\parameters\TGateApplySimple\start_at\0_33\charles_dickens_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\charles_dickens_foto.jpg;0.2751;1.2041;False
parameters;TGateApplySimple;start_at;0_33;cristiano;C:\Users\tonir\TFG\outputs_refacer\parameters\TGateApplySimple\start_at\0_33\cristiano_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\cristiano_foto.webp;0.1989;1.2658;False
parameters;TGateApplySimple;start_at;0_33;dolly_parton;C:\Users\tonir\TFG\outputs_refacer\parameters\TGateApplySimple\start_at\0_33\dolly_parton_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\dolly_parton_foto.jpg;0.2492;1.2254;False
parameters;TGateApplySimple;start_at;0_33;freddie_mercury;C:\Users\tonir\TFG\outputs_refacer\parameters\TGateApplySimple\start_at\0_33\freddie_mercury_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\freddie_mercury_foto.jpg;0.3332;1.1548;False
parameters;TGateApplySimple;start_at;0_33;grace_kelly;C:\Users\tonir\TFG\outputs_refacer\parameters\TGateApplySimple\start_at\0_33\grace_kelly_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\grace_kelly_foto.webp;0.4085;1.0877;True
parameters;TGateApplySimple;start_at;0_33;jackie_chan;C:\Users\tonir\TFG\outputs_refacer\parameters\TGateApplySimple\start_at\0_33\jackie_chan_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\jackie_chan_foto.jpg;0.35;1.1402;False
parameters;TGateApplySimple;start_at;0_33;jane_goodall;C:\Users\tonir\TFG\outputs_refacer\parameters\TGateApplySimple\start_at\0_33\jane_goodall_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\jane_goodall_foto.jpg;0.2918;1.1902;False
parameters;TGateApplySimple;start_at;0_33;jrr_tolkien;C:\Users\tonir\TFG\outputs_refacer\parameters\TGateApplySimple\start_at\0_33\jrr_tolkien_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\jrr_tolkien_foto.webp;0.1455;1.3073;False
parameters;TGateApplySimple;start_at;0_33;katherine_johnson;C:\Users\tonir\TFG\outputs_refacer\parameters\TGateApplySimple\start_at\0_33\katherine_johnson_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\katherine_johnson_foto.webp;0.1461;1.3069;False
parameters;TGateApplySimple;start_at;0_33;lady_gaga;C:\Users\tonir\TFG\outputs_refacer\parameters\TGateApplySimple\start_at\0_33\lady_gaga_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\lady_gaga_foto.webp;0.328;1.1593;False
parameters;TGateApplySimple;start_at;0_33;lebron_james;C:\Users\tonir\TFG\outputs_refacer\parameters\TGateApplySimple\start_at\0_33\lebron_james_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\lebron_james_foto.jpg;0.0393;1.3861;False
parameters;TGateApplySimple;start_at;0_33;mae_jeminson;C:\Users\tonir\TFG\outputs_refacer\parameters\TGateApplySimple\start_at\0_33\mae_jeminson_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\mae_jeminson_foto.jpg;-0.0191;1.4277;False
parameters;TGateApplySimple;start_at;0_33;maria_montessori;C:\Users\tonir\TFG\outputs_refacer\parameters\TGateApplySimple\start_at\0_33\maria_montessori_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\maria_montessori_foto.jpg;0.1385;1.3126;False
parameters;TGateApplySimple;start_at;0_33;marie_curie;C:\Users\tonir\TFG\outputs_refacer\parameters\TGateApplySimple\start_at\0_33\marie_curie_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\marie_curie_foto.jpg;0.2911;1.1907;False
parameters;TGateApplySimple;start_at;0_33;marilyn_monroe;C:\Users\tonir\TFG\outputs_refacer\parameters\TGateApplySimple\start_at\0_33\marilyn_monroe_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\marilyn_monroe_foto.webp;0.4764;1.0233;True
parameters;TGateApplySimple;start_at;0_33;maya_angelou;C:\Users\tonir\TFG\outputs_refacer\parameters\TGateApplySimple\start_at\0_33\maya_angelou_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\maya_angelou_foto.jpg;0.3335;1.1545;False
parameters;TGateApplySimple;start_at;0_33;messi;C:\Users\tonir\TFG\outputs_refacer\parameters\TGateApplySimple\start_at\0_33\messi_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\messi_foto.webp;0.3501;1.1401;False
parameters;TGateApplySimple;start_at;0_33;michelle_obama;C:\Users\tonir\TFG\outputs_refacer\parameters\TGateApplySimple\start_at\0_33\michelle_obama_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\michelle_obama_foto.jpg;0.2691;1.209;False
parameters;TGateApplySimple;start_at;0_33;morgan_freeman;C:\Users\tonir\TFG\outputs_refacer\parameters\TGateApplySimple\start_at\0_33\morgan_freeman_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\morgan_freeman_foto.webp;0.3235;1.1632;False
parameters;TGateApplySimple;start_at;0_33;mrbean;C:\Users\tonir\TFG\outputs_refacer\parameters\TGateApplySimple\start_at\0_33\mrbean_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\mrbean_foto.jpg;0.4022;1.0934;True
parameters;TGateApplySimple;start_at;0_33;nikola_tesla;C:\Users\tonir\TFG\outputs_refacer\parameters\TGateApplySimple\start_at\0_33\nikola_tesla_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\nikola_tesla_foto.jpeg;0.3967;1.0985;True
parameters;TGateApplySimple;start_at;0_33;rafa_nadal;C:\Users\tonir\TFG\outputs_refacer\parameters\TGateApplySimple\start_at\0_33\rafa_nadal_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\rafa_nadal_foto.webp;0.2332;1.2384;False
parameters;TGateApplySimple;start_at;0_33;reina_elizabeth;C:\Users\tonir\TFG\outputs_refacer\parameters\TGateApplySimple\start_at\0_33\reina_elizabeth_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\reina_elizabeth_foto.jpg;0.2738;1.2052;False
parameters;TGateApplySimple;start_at;0_33;rey_felipe;C:\Users\tonir\TFG\outputs_refacer\parameters\TGateApplySimple\start_at\0_33\rey_felipe_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\rey_felipe_foto.jpg;0.1915;1.2716;False
parameters;TGateApplySimple;start_at;0_33;sylvester_stallone;C:\Users\tonir\TFG\outputs_refacer\parameters\TGateApplySimple\start_at\0_33\sylvester_stallone_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\sylvester_stallone_foto.jpg;0.2257;1.2444;False
parameters;TGateApplySimple;start_at;0_33;yayoi_kusama;C:\Users\tonir\TFG\outputs_refacer\parameters\TGateApplySimple\start_at\0_33\yayoi_kusama_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\yayoi_kusama_foto.webp;0.5014;0.9986;True
parameters;TGateApplySimple;start_at;0_5;agatha_christie;C:\Users\tonir\TFG\outputs_refacer\parameters\TGateApplySimple\start_at\0_5\agatha_christie_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\agatha_christie_foto.jpg;0.4015;1.094;True
parameters;TGateApplySimple;start_at;0_5;alan_turing;C:\Users\tonir\TFG\outputs_refacer\parameters\TGateApplySimple\start_at\0_5\alan_turing_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\alan_turing_foto.webp;0.3696;1.1228;True
parameters;TGateApplySimple;start_at;0_5;albert_einstein;C:\Users\tonir\TFG\outputs_refacer\parameters\TGateApplySimple\start_at\0_5\albert_einstein_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\albert_einstein_foto.jpg;0.2426;1.2307;False
parameters;TGateApplySimple;start_at;0_5;alexia_putellas;C:\Users\tonir\TFG\outputs_refacer\parameters\TGateApplySimple\start_at\0_5\alexia_putellas_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\alexia_putellas_foto.webp;0.2886;1.1928;False
parameters;TGateApplySimple;start_at;0_5;charles_dickens;C:\Users\tonir\TFG\outputs_refacer\parameters\TGateApplySimple\start_at\0_5\charles_dickens_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\charles_dickens_foto.jpg;0.2566;1.2193;False
parameters;TGateApplySimple;start_at;0_5;cristiano;C:\Users\tonir\TFG\outputs_refacer\parameters\TGateApplySimple\start_at\0_5\cristiano_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\cristiano_foto.webp;0.2741;1.2049;False
parameters;TGateApplySimple;start_at;0_5;dolly_parton;C:\Users\tonir\TFG\outputs_refacer\parameters\TGateApplySimple\start_at\0_5\dolly_parton_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\dolly_parton_foto.jpg;0.2165;1.2518;False
parameters;TGateApplySimple;start_at;0_5;freddie_mercury;C:\Users\tonir\TFG\outputs_refacer\parameters\TGateApplySimple\start_at\0_5\freddie_mercury_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\freddie_mercury_foto.jpg;0.3021;1.1814;False
parameters;TGateApplySimple;start_at;0_5;grace_kelly;C:\Users\tonir\TFG\outputs_refacer\parameters\TGateApplySimple\start_at\0_5\grace_kelly_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\grace_kelly_foto.webp;0.4219;1.0753;True
parameters;TGateApplySimple;start_at;0_5;jackie_chan;C:\Users\tonir\TFG\outputs_refacer\parameters\TGateApplySimple\start_at\0_5\jackie_chan_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\jackie_chan_foto.jpg;0.3463;1.1435;False
parameters;TGateApplySimple;start_at;0_5;jane_goodall;C:\Users\tonir\TFG\outputs_refacer\parameters\TGateApplySimple\start_at\0_5\jane_goodall_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\jane_goodall_foto.jpg;0.2785;1.2012;False
parameters;TGateApplySimple;start_at;0_5;jrr_tolkien;C:\Users\tonir\TFG\outputs_refacer\parameters\TGateApplySimple\start_at\0_5\jrr_tolkien_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\jrr_tolkien_foto.webp;0.1523;1.3021;False
parameters;TGateApplySimple;start_at;0_5;katherine_johnson;C:\Users\tonir\TFG\outputs_refacer\parameters\TGateApplySimple\start_at\0_5\katherine_johnson_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\katherine_johnson_foto.webp;0.1766;1.2833;False
parameters;TGateApplySimple;start_at;0_5;lady_gaga;C:\Users\tonir\TFG\outputs_refacer\parameters\TGateApplySimple\start_at\0_5\lady_gaga_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\lady_gaga_foto.webp;0.3163;1.1693;False
parameters;TGateApplySimple;start_at;0_5;lebron_james;C:\Users\tonir\TFG\outputs_refacer\parameters\TGateApplySimple\start_at\0_5\lebron_james_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\lebron_james_foto.jpg;-0.0109;1.4219;False
parameters;TGateApplySimple;start_at;0_5;mae_jeminson;C:\Users\tonir\TFG\outputs_refacer\parameters\TGateApplySimple\start_at\0_5\mae_jeminson_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\mae_jeminson_foto.jpg;0.0121;1.4056;False
parameters;TGateApplySimple;start_at;0_5;maria_montessori;C:\Users\tonir\TFG\outputs_refacer\parameters\TGateApplySimple\start_at\0_5\maria_montessori_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\maria_montessori_foto.jpg;0.1817;1.2793;False
parameters;TGateApplySimple;start_at;0_5;marie_curie;C:\Users\tonir\TFG\outputs_refacer\parameters\TGateApplySimple\start_at\0_5\marie_curie_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\marie_curie_foto.jpg;0.2934;1.1888;False
parameters;TGateApplySimple;start_at;0_5;marilyn_monroe;C:\Users\tonir\TFG\outputs_refacer\parameters\TGateApplySimple\start_at\0_5\marilyn_monroe_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\marilyn_monroe_foto.webp;0.4144;1.0822;True
parameters;TGateApplySimple;start_at;0_5;maya_angelou;C:\Users\tonir\TFG\outputs_refacer\parameters\TGateApplySimple\start_at\0_5\maya_angelou_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\maya_angelou_foto.jpg;0.3661;1.126;True
parameters;TGateApplySimple;start_at;0_5;messi;C:\Users\tonir\TFG\outputs_refacer\parameters\TGateApplySimple\start_at\0_5\messi_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\messi_foto.webp;0.3547;1.1361;False
parameters;TGateApplySimple;start_at;0_5;michelle_obama;C:\Users\tonir\TFG\outputs_refacer\parameters\TGateApplySimple\start_at\0_5\michelle_obama_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\michelle_obama_foto.jpg;0.3217;1.1648;False
parameters;TGateApplySimple;start_at;0_5;morgan_freeman;C:\Users\tonir\TFG\outputs_refacer\parameters\TGateApplySimple\start_at\0_5\morgan_freeman_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\morgan_freeman_foto.webp;0.3087;1.1759;False
parameters;TGateApplySimple;start_at;0_5;mrbean;C:\Users\tonir\TFG\outputs_refacer\parameters\TGateApplySimple\start_at\0_5\mrbean_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\mrbean_foto.jpg;0.4124;1.084;True
parameters;TGateApplySimple;start_at;0_5;nikola_tesla;C:\Users\tonir\TFG\outputs_refacer\parameters\TGateApplySimple\start_at\0_5\nikola_tesla_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\nikola_tesla_foto.jpeg;0.3738;1.1191;True
parameters;TGateApplySimple;start_at;0_5;rafa_nadal;C:\Users\tonir\TFG\outputs_refacer\parameters\TGateApplySimple\start_at\0_5\rafa_nadal_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\rafa_nadal_foto.webp;0.2597;1.2168;False
parameters;TGateApplySimple;start_at;0_5;reina_elizabeth;C:\Users\tonir\TFG\outputs_refacer\parameters\TGateApplySimple\start_at\0_5\reina_elizabeth_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\reina_elizabeth_foto.jpg;0.3006;1.1827;False
parameters;TGateApplySimple;start_at;0_5;rey_felipe;C:\Users\tonir\TFG\outputs_refacer\parameters\TGateApplySimple\start_at\0_5\rey_felipe_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\rey_felipe_foto.jpg;0.1881;1.2743;False
parameters;TGateApplySimple;start_at;0_5;sylvester_stallone;C:\Users\tonir\TFG\outputs_refacer\parameters\TGateApplySimple\start_at\0_5\sylvester_stallone_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\sylvester_stallone_foto.jpg;0.3157;1.1699;False
parameters;TGateApplySimple;start_at;0_5;yayoi_kusama;C:\Users\tonir\TFG\outputs_refacer\parameters\TGateApplySimple\start_at\0_5\yayoi_kusama_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\yayoi_kusama_foto.webp;0.5165;0.9834;True
parameters;TGateApplySimple;start_at;0_66;agatha_christie;C:\Users\tonir\TFG\outputs_refacer\parameters\TGateApplySimple\start_at\0_66\agatha_christie_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\agatha_christie_foto.jpg;0.3994;1.096;True
parameters;TGateApplySimple;start_at;0_66;alan_turing;C:\Users\tonir\TFG\outputs_refacer\parameters\TGateApplySimple\start_at\0_66\alan_turing_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\alan_turing_foto.webp;0.3694;1.1231;True
parameters;TGateApplySimple;start_at;0_66;albert_einstein;C:\Users\tonir\TFG\outputs_refacer\parameters\TGateApplySimple\start_at\0_66\albert_einstein_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\albert_einstein_foto.jpg;0.2279;1.2427;False
parameters;TGateApplySimple;start_at;0_66;alexia_putellas;C:\Users\tonir\TFG\outputs_refacer\parameters\TGateApplySimple\start_at\0_66\alexia_putellas_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\alexia_putellas_foto.webp;0.3324;1.1555;False
parameters;TGateApplySimple;start_at;0_66;charles_dickens;C:\Users\tonir\TFG\outputs_refacer\parameters\TGateApplySimple\start_at\0_66\charles_dickens_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\charles_dickens_foto.jpg;0.2706;1.2078;False
parameters;TGateApplySimple;start_at;0_66;cristiano;C:\Users\tonir\TFG\outputs_refacer\parameters\TGateApplySimple\start_at\0_66\cristiano_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\cristiano_foto.webp;0.3264;1.1607;False
parameters;TGateApplySimple;start_at;0_66;dolly_parton;C:\Users\tonir\TFG\outputs_refacer\parameters\TGateApplySimple\start_at\0_66\dolly_parton_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\dolly_parton_foto.jpg;0.214;1.2538;False
parameters;TGateApplySimple;start_at;0_66;freddie_mercury;C:\Users\tonir\TFG\outputs_refacer\parameters\TGateApplySimple\start_at\0_66\freddie_mercury_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\freddie_mercury_foto.jpg;0.3308;1.1569;False
parameters;TGateApplySimple;start_at;0_66;grace_kelly;C:\Users\tonir\TFG\outputs_refacer\parameters\TGateApplySimple\start_at\0_66\grace_kelly_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\grace_kelly_foto.webp;0.413;1.0835;True
parameters;TGateApplySimple;start_at;0_66;jackie_chan;C:\Users\tonir\TFG\outputs_refacer\parameters\TGateApplySimple\start_at\0_66\jackie_chan_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\jackie_chan_foto.jpg;0.3121;1.1729;False
parameters;TGateApplySimple;start_at;0_66;jane_goodall;C:\Users\tonir\TFG\outputs_refacer\parameters\TGateApplySimple\start_at\0_66\jane_goodall_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\jane_goodall_foto.jpg;0.2903;1.1914;False
parameters;TGateApplySimple;start_at;0_66;jrr_tolkien;C:\Users\tonir\TFG\outputs_refacer\parameters\TGateApplySimple\start_at\0_66\jrr_tolkien_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\jrr_tolkien_foto.webp;0.1759;1.2838;False
parameters;TGateApplySimple;start_at;0_66;katherine_johnson;C:\Users\tonir\TFG\outputs_refacer\parameters\TGateApplySimple\start_at\0_66\katherine_johnson_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\katherine_johnson_foto.webp;0.249;1.2256;False
parameters;TGateApplySimple;start_at;0_66;lady_gaga;C:\Users\tonir\TFG\outputs_refacer\parameters\TGateApplySimple\start_at\0_66\lady_gaga_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\lady_gaga_foto.webp;0.3071;1.1772;False
parameters;TGateApplySimple;start_at;0_66;lebron_james;C:\Users\tonir\TFG\outputs_refacer\parameters\TGateApplySimple\start_at\0_66\lebron_james_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\lebron_james_foto.jpg;0.0319;1.3914;False
parameters;TGateApplySimple;start_at;0_66;mae_jeminson;C:\Users\tonir\TFG\outputs_refacer\parameters\TGateApplySimple\start_at\0_66\mae_jeminson_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\mae_jeminson_foto.jpg;0.0451;1.382;False
parameters;TGateApplySimple;start_at;0_66;maria_montessori;C:\Users\tonir\TFG\outputs_refacer\parameters\TGateApplySimple\start_at\0_66\maria_montessori_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\maria_montessori_foto.jpg;0.1719;1.2869;False
parameters;TGateApplySimple;start_at;0_66;marie_curie;C:\Users\tonir\TFG\outputs_refacer\parameters\TGateApplySimple\start_at\0_66\marie_curie_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\marie_curie_foto.jpg;0.3457;1.1439;False
parameters;TGateApplySimple;start_at;0_66;marilyn_monroe;C:\Users\tonir\TFG\outputs_refacer\parameters\TGateApplySimple\start_at\0_66\marilyn_monroe_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\marilyn_monroe_foto.webp;0.414;1.0825;True
parameters;TGateApplySimple;start_at;0_66;maya_angelou;C:\Users\tonir\TFG\outputs_refacer\parameters\TGateApplySimple\start_at\0_66\maya_angelou_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\maya_angelou_foto.jpg;0.3581;1.1331;False
parameters;TGateApplySimple;start_at;0_66;messi;C:\Users\tonir\TFG\outputs_refacer\parameters\TGateApplySimple\start_at\0_66\messi_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\messi_foto.webp;0.4005;1.095;True
parameters;TGateApplySimple;start_at;0_66;michelle_obama;C:\Users\tonir\TFG\outputs_refacer\parameters\TGateApplySimple\start_at\0_66\michelle_obama_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\michelle_obama_foto.jpg;0.347;1.1428;False
parameters;TGateApplySimple;start_at;0_66;morgan_freeman;C:\Users\tonir\TFG\outputs_refacer\parameters\TGateApplySimple\start_at\0_66\morgan_freeman_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\morgan_freeman_foto.webp;0.3351;1.1531;False
parameters;TGateApplySimple;start_at;0_66;mrbean;C:\Users\tonir\TFG\outputs_refacer\parameters\TGateApplySimple\start_at\0_66\mrbean_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\mrbean_foto.jpg;0.4374;1.0608;True
parameters;TGateApplySimple;start_at;0_66;nikola_tesla;C:\Users\tonir\TFG\outputs_refacer\parameters\TGateApplySimple\start_at\0_66\nikola_tesla_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\nikola_tesla_foto.jpeg;0.3839;1.11;True
parameters;TGateApplySimple;start_at;0_66;rafa_nadal;C:\Users\tonir\TFG\outputs_refacer\parameters\TGateApplySimple\start_at\0_66\rafa_nadal_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\rafa_nadal_foto.webp;0.312;1.1731;False
parameters;TGateApplySimple;start_at;0_66;reina_elizabeth;C:\Users\tonir\TFG\outputs_refacer\parameters\TGateApplySimple\start_at\0_66\reina_elizabeth_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\reina_elizabeth_foto.jpg;0.3243;1.1625;False
parameters;TGateApplySimple;start_at;0_66;rey_felipe;C:\Users\tonir\TFG\outputs_refacer\parameters\TGateApplySimple\start_at\0_66\rey_felipe_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\rey_felipe_foto.jpg;0.2324;1.239;False
parameters;TGateApplySimple;start_at;0_66;sylvester_stallone;C:\Users\tonir\TFG\outputs_refacer\parameters\TGateApplySimple\start_at\0_66\sylvester_stallone_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\sylvester_stallone_foto.jpg;0.3625;1.1291;False
parameters;TGateApplySimple;start_at;0_66;yayoi_kusama;C:\Users\tonir\TFG\outputs_refacer\parameters\TGateApplySimple\start_at\0_66\yayoi_kusama_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\yayoi_kusama_foto.webp;0.5734;0.9237;True
parameters;TGateApplySimple;start_at;0_75;agatha_christie;C:\Users\tonir\TFG\outputs_refacer\parameters\TGateApplySimple\start_at\0_75\agatha_christie_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\agatha_christie_foto.jpg;0.4136;1.083;True
